45014;687447.7770;6086918.9157
44998;687433.9639;6086926.2015
44980;687432.7705;6086944.8776
44960;687439.7023;6086963.6795
44940;687445.4365;6086982.8399
44920;687451.1708;6087002.0002
44900;687456.9050;6087021.1606
44879;687461.4417;6087040.6793
44859;687468.3735;6087059.4812
44839;687474.1077;6087078.6416
44819;687479.8419;6087097.8019
44799;687485.5762;6087116.9623
44779;687490.1129;6087136.4810
44759;687497.0446;6087155.2829
44739;687502.7789;6087174.4433
44719;687508.5131;6087193.6036
44700;687510.4586;6087213.0711
44680;687509.8516;6087233.1009
44660;687511.7433;6087253.0504
44640;687512.3856;6087273.0401
44620;687513.0280;6087293.0298
44600;687513.6703;6087313.0195
44580;687513.0633;6087333.0493
44560;687513.3799;6087352.2635
44540;687505.8822;6087370.8049
44520;687498.3846;6087389.3464
44500;687490.8870;6087407.8878
44480;687482.2305;6087425.9607
44459;687485.0197;6087446.7877
44439;687488.5183;6087466.4793
44419;687492.0169;6087486.1709
44399;687495.5156;6087505.8625
44379;687497.7835;6087525.7728
44359;687502.5129;6087545.2457
44339;687506.0115;6087564.9374
44319;687509.4226;6087584.6368
44299;687512.8052;6087604.3487
44279;687515.0985;6087624.2788
44259;687519.9599;6087643.7192
44239;687523.5920;6087663.3866
44219;687527.2384;6087683.0624
44199;687531.0705;6087702.6937
44179;687533.6758;6087722.5627
44159;687538.7932;6087741.9642
44139;687543.0100;6087761.5163
44119;687547.2268;6087781.0667
44099;687551.4436;6087800.6171
44079;687554.4775;6087820.4521
44059;687560.1386;6087839.6748
44039;687564.5810;6087859.1752
44019;687569.0286;6087878.6806
43999;687573.9734;6087898.0928
43979;687577.7482;6087917.7306
43959;687583.5861;6087936.8903
43939;687587.9872;6087956.3520
43919;687591.8574;6087975.9713
43899;687595.4332;6087995.6269
43879;687597.8336;6088015.5318
43859;687602.7226;6088034.9653
43839;687606.3826;6088054.6276
43819;687611.1592;6088074.1456
43799;687616.5995;6088093.3965
43779;687620.8829;6088112.9724
43759;687627.5704;6088131.8626
43739;687632.9993;6088151.1037
43719;687638.3682;6088170.3696
